Time,EV Electric Power (kW),EV SOC (-),EV Unmet Load (kWh)
2018-01-05 23:00:00,0.0,1.0,0
2018-01-05 23:15:00,0.0,1.0,0
2018-01-05 23:30:00,0.0,1.0,0
2018-01-05 23:45:00,0.0,1.0,0
2018-01-06 00:00:00,0.0,1.0,0
2018-01-06 00:15:00,0.0,1.0,0
2018-01-06 00:30:00,0.0,1.0,0
2018-01-06 00:45:00,0.0,1.0,0
2018-01-06 01:00:00,0.0,1.0,0
2018-01-06 01:15:00,0.0,1.0,0
2018-01-06 01:30:00,0.0,1.0,0
2018-01-06 01:45:00,0.0,1.0,0
2018-01-06 02:00:00,0.0,1.0,0
2018-01-06 02:15:00,0.0,1.0,0
2018-01-06 02:30:00,0.0,1.0,0
2018-01-06 02:45:00,0.0,1.0,0
2018-01-06 03:00:00,0.0,1.0,0
2018-01-06 03:15:00,0.0,1.0,0
2018-01-06 03:30:00,0.0,1.0,0
2018-01-06 03:45:00,0.0,1.0,0
2018-01-06 04:00:00,0.0,1.0,0
2018-01-06 04:15:00,0.0,1.0,0
2018-01-06 04:30:00,0.0,1.0,0
2018-01-06 04:45:00,0.0,1.0,0
2018-01-06 05:00:00,0.0,1.0,0
2018-01-06 05:15:00,0.0,1.0,0
2018-01-06 05:30:00,0.0,1.0,0
2018-01-06 05:45:00,0.0,1.0,0
2018-01-06 06:00:00,0.0,1.0,0
2018-01-06 06:15:00,0.0,1.0,0
2018-01-06 06:30:00,0.0,1.0,0
2018-01-06 06:45:00,0.0,1.0,0
2018-01-06 07:00:00,0.0,1.0,0
2018-01-06 07:15:00,0.0,1.0,0
2018-01-06 07:30:00,0.0,1.0,0
2018-01-06 07:45:00,0.0,1.0,0
2018-01-06 08:00:00,0.0,1.0,0
2018-01-06 08:15:00,0.0,1.0,0
2018-01-06 08:30:00,0.0,1.0,0
2018-01-06 08:45:00,0.0,1.0,0
2018-01-06 09:00:00,0.0,1.0,0
2018-01-06 09:15:00,0.0,1.0,0
2018-01-06 09:30:00,0.0,1.0,0
2018-01-06 09:45:00,0.0,1.0,0
2018-01-06 10:00:00,0.0,1.0,0
2018-01-06 10:15:00,0.0,1.0,0
2018-01-06 10:30:00,0.0,1.0,0
2018-01-06 10:45:00,0.0,1.0,0
2018-01-06 11:00:00,0.0,1.0,0
2018-01-06 11:15:00,0.0,1.0,0
2018-01-06 11:30:00,0.0,1.0,0
2018-01-06 11:45:00,0.0,1.0,0
2018-01-06 12:00:00,0.0,1.0,0
2018-01-06 12:15:00,0.0,1.0,0
2018-01-06 12:30:00,0.0,1.0,0
2018-01-06 12:45:00,0.0,1.0,0
2018-01-06 13:00:00,0.0,1.0,0
2018-01-06 13:15:00,0.0,1.0,0
2018-01-06 13:30:00,0.0,1.0,0
2018-01-06 13:45:00,0.0,1.0,0
2018-01-06 14:00:00,0.0,1.0,0
2018-01-06 14:15:00,0.0,1.0,0
2018-01-06 14:30:00,1.4,0.9620000000000001,0
2018-01-06 14:45:00,1.4,0.9668461538461539,0
2018-01-06 15:00:00,1.4,0.9716923076923077,0
2018-01-06 15:15:00,1.4,0.9765384615384616,0
2018-01-06 15:30:00,1.4,0.9813846153846154,0
2018-01-06 15:45:00,1.4,0.9862307692307692,0
2018-01-06 16:00:00,1.4,0.9910769230769231,0
2018-01-06 16:15:00,1.1777777777777814,0.9959230769230769,0
2018-01-06 16:30:00,0.0,1.0,0
2018-01-06 16:45:00,0.0,1.0,0
2018-01-06 17:00:00,0.0,1.0,0
2018-01-06 17:15:00,0.0,1.0,0
2018-01-06 17:30:00,0.0,1.0,0
2018-01-06 17:45:00,0.0,1.0,0
2018-01-06 18:00:00,0.0,1.0,0
2018-01-06 18:15:00,0.0,1.0,0
2018-01-06 18:30:00,0.0,1.0,0
2018-01-06 18:45:00,0.0,1.0,0
2018-01-06 19:00:00,0.0,1.0,0
2018-01-06 19:15:00,0.0,1.0,0
2018-01-06 19:30:00,0.0,1.0,0
2018-01-06 19:45:00,0.0,1.0,0
2018-01-06 20:00:00,0.0,1.0,0
2018-01-06 20:15:00,0.0,1.0,0
2018-01-06 20:30:00,0.0,1.0,0
2018-01-06 20:45:00,0.0,1.0,0
2018-01-06 21:00:00,0.0,1.0,0
2018-01-06 21:15:00,0.0,1.0,0
2018-01-06 21:30:00,0.0,1.0,0
2018-01-06 21:45:00,0.0,1.0,0
2018-01-06 22:00:00,0.0,1.0,0
2018-01-06 22:15:00,0.0,1.0,0
2018-01-06 22:30:00,0.0,1.0,0
2018-01-06 22:45:00,0.0,1.0,0
2018-01-06 23:00:00,0.0,1.0,0
2018-01-06 23:15:00,0.0,1.0,0
2018-01-06 23:30:00,0.0,1.0,0
2018-01-06 23:45:00,0.0,1.0,0
2018-01-07 00:00:00,0.0,1.0,0
2018-01-07 00:15:00,0.0,1.0,0
2018-01-07 00:30:00,0.0,1.0,0
2018-01-07 00:45:00,0.0,1.0,0
2018-01-07 01:00:00,0.0,1.0,0
2018-01-07 01:15:00,0.0,1.0,0
2018-01-07 01:30:00,0.0,1.0,0
2018-01-07 01:45:00,0.0,1.0,0
2018-01-07 02:00:00,0.0,1.0,0
2018-01-07 02:15:00,0.0,1.0,0
2018-01-07 02:30:00,0.0,1.0,0
2018-01-07 02:45:00,0.0,1.0,0
2018-01-07 03:00:00,0.0,1.0,0
2018-01-07 03:15:00,0.0,1.0,0
2018-01-07 03:30:00,0.0,1.0,0
2018-01-07 03:45:00,0.0,1.0,0
2018-01-07 04:00:00,0.0,1.0,0
2018-01-07 04:15:00,0.0,1.0,0
2018-01-07 04:30:00,0.0,1.0,0
2018-01-07 04:45:00,0.0,1.0,0
2018-01-07 05:00:00,0.0,1.0,0
2018-01-07 05:15:00,0.0,1.0,0
2018-01-07 05:30:00,0.0,1.0,0
2018-01-07 05:45:00,0.0,1.0,0
2018-01-07 06:00:00,0.0,1.0,0
2018-01-07 06:15:00,0.0,1.0,0
2018-01-07 06:30:00,0.0,1.0,0
2018-01-07 06:45:00,0.0,1.0,0
2018-01-07 07:00:00,0.0,1.0,0
2018-01-07 07:15:00,0.0,1.0,0
2018-01-07 07:30:00,0.0,1.0,0
2018-01-07 07:45:00,0.0,1.0,0
2018-01-07 08:00:00,0.0,1.0,0
2018-01-07 08:15:00,0.0,1.0,0
2018-01-07 08:30:00,0.0,1.0,0
2018-01-07 08:45:00,0.0,1.0,0
2018-01-07 09:00:00,0.0,1.0,0
2018-01-07 09:15:00,0.0,1.0,0
2018-01-07 09:30:00,0.0,1.0,0
2018-01-07 09:45:00,0.0,1.0,0
2018-01-07 10:00:00,0.0,1.0,0
2018-01-07 10:15:00,0.0,1.0,0
2018-01-07 10:30:00,0.0,1.0,0
2018-01-07 10:45:00,0.0,1.0,0
2018-01-07 11:00:00,0.0,1.0,0
2018-01-07 11:15:00,0.0,1.0,0
2018-01-07 11:30:00,0.0,1.0,0
2018-01-07 11:45:00,0.0,1.0,0
2018-01-07 12:00:00,0.0,1.0,0
2018-01-07 12:15:00,0.0,1.0,0
2018-01-07 12:30:00,0.0,1.0,0
2018-01-07 12:45:00,0.0,1.0,0
2018-01-07 13:00:00,0.0,1.0,0
2018-01-07 13:15:00,0.0,1.0,0
2018-01-07 13:30:00,0.0,1.0,0
2018-01-07 13:45:00,0.0,1.0,0
2018-01-07 14:00:00,0.0,1.0,0
2018-01-07 14:15:00,0.0,1.0,0
2018-01-07 14:30:00,0.0,1.0,0
2018-01-07 14:45:00,0.0,1.0,0
2018-01-07 15:00:00,0.0,1.0,0
2018-01-07 15:15:00,0.0,1.0,0
2018-01-07 15:30:00,0.0,1.0,0
2018-01-07 15:45:00,0.0,1.0,0
2018-01-07 16:00:00,0.0,1.0,0
2018-01-07 16:15:00,0.0,1.0,0
2018-01-07 16:30:00,0.0,1.0,0
2018-01-07 16:45:00,0.0,1.0,0
2018-01-07 17:00:00,0.0,1.0,0
2018-01-07 17:15:00,0.0,1.0,0
2018-01-07 17:30:00,0.0,1.0,0
2018-01-07 17:45:00,0.0,1.0,0
2018-01-07 18:00:00,0.0,1.0,0
2018-01-07 18:15:00,0.0,1.0,0
2018-01-07 18:30:00,0.0,1.0,0
2018-01-07 18:45:00,0.0,1.0,0
2018-01-07 19:00:00,1.4,0.8909999999999999,0
2018-01-07 19:15:00,1.4,0.8958461538461537,0
2018-01-07 19:30:00,1.4,0.9006923076923076,0
2018-01-07 19:45:00,1.4,0.9055384615384614,0
2018-01-07 20:00:00,1.4,0.9103846153846152,0
2018-01-07 20:15:00,1.4,0.9152307692307691,0
2018-01-07 20:30:00,1.4,0.9200769230769229,0
2018-01-07 20:45:00,1.4,0.9249230769230767,0
2018-01-07 21:00:00,1.4,0.9297692307692306,0
2018-01-07 21:15:00,1.4,0.9346153846153844,0
2018-01-07 21:30:00,1.4,0.9394615384615382,0
2018-01-07 21:45:00,1.4,0.9443076923076921,0
2018-01-07 22:00:00,1.4,0.9491538461538459,0
2018-01-07 22:15:00,1.4,0.9539999999999997,0
2018-01-07 22:30:00,1.4,0.9588461538461536,0
2018-01-07 22:45:00,1.4,0.9636923076923074,0
2018-01-07 23:00:00,1.4,0.9685384615384612,0
2018-01-07 23:15:00,1.4,0.9733846153846151,0
2018-01-07 23:30:00,1.4,0.9782307692307689,0
2018-01-07 23:45:00,1.4,0.9830769230769227,0
2018-01-08 00:00:00,1.4,0.9879230769230766,0
2018-01-08 00:15:00,1.4,0.9927692307692304,0
2018-01-08 00:30:00,0.688888888888998,0.9976153846153842,0
2018-01-08 00:45:00,0.0,1.0,0
2018-01-08 01:00:00,0.0,1.0,0
2018-01-08 01:15:00,0.0,1.0,0
2018-01-08 01:30:00,0.0,1.0,0
2018-01-08 01:45:00,0.0,1.0,0
2018-01-08 02:00:00,0.0,1.0,0
2018-01-08 02:15:00,0.0,1.0,0
2018-01-08 02:30:00,0.0,1.0,0
2018-01-08 02:45:00,0.0,1.0,0
2018-01-08 03:00:00,0.0,1.0,0
2018-01-08 03:15:00,0.0,1.0,0
2018-01-08 03:30:00,0.0,1.0,0
2018-01-08 03:45:00,0.0,1.0,0
2018-01-08 04:00:00,0.0,1.0,0
2018-01-08 04:15:00,0.0,1.0,0
2018-01-08 04:30:00,0.0,1.0,0
2018-01-08 04:45:00,0.0,1.0,0
2018-01-08 05:00:00,0.0,1.0,0
2018-01-08 05:15:00,0.0,1.0,0
2018-01-08 05:30:00,0.0,1.0,0
2018-01-08 05:45:00,0.0,1.0,0
2018-01-08 06:00:00,0.0,1.0,0
2018-01-08 06:15:00,0.0,1.0,0
2018-01-08 06:30:00,0.0,1.0,0
2018-01-08 06:45:00,0.0,1.0,0
2018-01-08 07:00:00,0.0,1.0,0
2018-01-08 07:15:00,0.0,1.0,0
2018-01-08 07:30:00,0.0,1.0,0
2018-01-08 07:45:00,0.0,1.0,0
2018-01-08 08:00:00,0.0,1.0,0
2018-01-08 08:15:00,0.0,1.0,0
2018-01-08 08:30:00,0.0,1.0,0
2018-01-08 08:45:00,0.0,1.0,0
2018-01-08 09:00:00,0.0,1.0,0
2018-01-08 09:15:00,0.0,1.0,0
2018-01-08 09:30:00,0.0,1.0,0
2018-01-08 09:45:00,0.0,1.0,0
2018-01-08 10:00:00,0.0,1.0,0
2018-01-08 10:15:00,0.0,1.0,0
2018-01-08 10:30:00,0.0,1.0,0
2018-01-08 10:45:00,0.0,1.0,0
2018-01-08 11:00:00,0.0,1.0,0
2018-01-08 11:15:00,0.0,1.0,0
2018-01-08 11:30:00,0.0,1.0,0
2018-01-08 11:45:00,0.0,1.0,0
2018-01-08 12:00:00,0.0,1.0,0
2018-01-08 12:15:00,0.0,1.0,0
2018-01-08 12:30:00,0.0,1.0,0
2018-01-08 12:45:00,0.0,1.0,0
2018-01-08 13:00:00,0.0,1.0,0
2018-01-08 13:15:00,0.0,1.0,0
2018-01-08 13:30:00,0.0,1.0,0
2018-01-08 13:45:00,0.0,1.0,0
2018-01-08 14:00:00,0.0,1.0,0
2018-01-08 14:15:00,0.0,1.0,0
2018-01-08 14:30:00,0.0,1.0,0
2018-01-08 14:45:00,0.0,1.0,0
2018-01-08 15:00:00,0.0,1.0,0
2018-01-08 15:15:00,0.0,1.0,0
2018-01-08 15:30:00,0.0,1.0,0
2018-01-08 15:45:00,0.0,1.0,0
2018-01-08 16:00:00,0.0,1.0,0
2018-01-08 16:15:00,0.0,1.0,0
2018-01-08 16:30:00,0.0,1.0,0
2018-01-08 16:45:00,0.0,1.0,0
2018-01-08 17:00:00,0.0,1.0,0
2018-01-08 17:15:00,0.0,1.0,0
2018-01-08 17:30:00,0.0,1.0,0
2018-01-08 17:45:00,0.0,1.0,0
2018-01-08 18:00:00,0.0,1.0,0
2018-01-08 18:15:00,0.0,1.0,0
2018-01-08 18:30:00,0.0,1.0,0
2018-01-08 18:45:00,0.0,1.0,0
2018-01-08 19:00:00,0.0,1.0,0
2018-01-08 19:15:00,0.0,1.0,0
2018-01-08 19:30:00,0.0,1.0,0
2018-01-08 19:45:00,0.0,1.0,0
2018-01-08 20:00:00,0.0,1.0,0
2018-01-08 20:15:00,0.0,1.0,0
2018-01-08 20:30:00,0.0,1.0,0
2018-01-08 20:45:00,1.4,0.9420000000000001,0
2018-01-08 21:00:00,1.4,0.9468461538461539,0
2018-01-08 21:15:00,1.4,0.9516923076923077,0
2018-01-08 21:30:00,1.4,0.9565384615384616,0
2018-01-08 21:45:00,1.4,0.9613846153846154,0
2018-01-08 22:00:00,1.4,0.9662307692307692,0
2018-01-08 22:15:00,1.4,0.9710769230769231,0
2018-01-08 22:30:00,1.4,0.9759230769230769,0
2018-01-08 22:45:00,1.4,0.9807692307692307,0
2018-01-08 23:00:00,1.4,0.9856153846153846,0
2018-01-08 23:15:00,1.4,0.9904615384615384,0
2018-01-08 23:30:00,1.355555555555579,0.9953076923076922,0
2018-01-08 23:45:00,0.0,1.0,0
2018-01-09 00:00:00,0.0,1.0,0
2018-01-09 00:15:00,0.0,1.0,0
2018-01-09 00:30:00,0.0,1.0,0
2018-01-09 00:45:00,0.0,1.0,0
2018-01-09 01:00:00,0.0,1.0,0
2018-01-09 01:15:00,0.0,1.0,0
2018-01-09 01:30:00,0.0,1.0,0
2018-01-09 01:45:00,0.0,1.0,0
2018-01-09 02:00:00,0.0,1.0,0
2018-01-09 02:15:00,0.0,1.0,0
2018-01-09 02:30:00,0.0,1.0,0
2018-01-09 02:45:00,0.0,1.0,0
2018-01-09 03:00:00,0.0,1.0,0
2018-01-09 03:15:00,0.0,1.0,0
2018-01-09 03:30:00,0.0,1.0,0
2018-01-09 03:45:00,0.0,1.0,0
2018-01-09 04:00:00,0.0,1.0,0
2018-01-09 04:15:00,0.0,1.0,0
2018-01-09 04:30:00,0.0,1.0,0
2018-01-09 04:45:00,0.0,1.0,0
2018-01-09 05:00:00,0.0,1.0,0
2018-01-09 05:15:00,0.0,1.0,0
2018-01-09 05:30:00,0.0,1.0,0
2018-01-09 05:45:00,0.0,1.0,0
2018-01-09 06:00:00,0.0,1.0,0
2018-01-09 06:15:00,0.0,1.0,0
2018-01-09 06:30:00,0.0,1.0,0
2018-01-09 06:45:00,0.0,1.0,0
2018-01-09 07:00:00,0.0,1.0,0
2018-01-09 07:15:00,0.0,1.0,0
2018-01-09 07:30:00,0.0,1.0,0
2018-01-09 07:45:00,0.0,1.0,0
2018-01-09 08:00:00,0.0,1.0,0
2018-01-09 08:15:00,0.0,1.0,0
2018-01-09 08:30:00,0.0,1.0,0
2018-01-09 08:45:00,0.0,1.0,0
2018-01-09 09:00:00,0.0,1.0,0
2018-01-09 09:15:00,0.0,1.0,0
2018-01-09 09:30:00,0.0,1.0,0
2018-01-09 09:45:00,0.0,1.0,0
2018-01-09 10:00:00,0.0,1.0,0
2018-01-09 10:15:00,0.0,1.0,0
2018-01-09 10:30:00,0.0,1.0,0
2018-01-09 10:45:00,0.0,1.0,0
2018-01-09 11:00:00,0.0,1.0,0
2018-01-09 11:15:00,0.0,1.0,0
2018-01-09 11:30:00,0.0,1.0,0
2018-01-09 11:45:00,0.0,1.0,0
2018-01-09 12:00:00,0.0,1.0,0
2018-01-09 12:15:00,0.0,1.0,0
2018-01-09 12:30:00,0.0,1.0,0
2018-01-09 12:45:00,0.0,1.0,0
2018-01-09 13:00:00,0.0,1.0,0
2018-01-09 13:15:00,0.0,1.0,0
2018-01-09 13:30:00,0.0,1.0,0
2018-01-09 13:45:00,0.0,1.0,0
2018-01-09 14:00:00,0.0,1.0,0
2018-01-09 14:15:00,0.0,1.0,0
2018-01-09 14:30:00,0.0,1.0,0
2018-01-09 14:45:00,0.0,1.0,0
2018-01-09 15:00:00,1.4,0.972,0
2018-01-09 15:15:00,1.4,0.9768461538461538,0
2018-01-09 15:30:00,1.4,0.9816923076923076,0
2018-01-09 15:45:00,1.4,0.9865384615384615,0
2018-01-09 16:00:00,1.4,0.9913846153846153,0
2018-01-09 16:15:00,1.0888888888889146,0.9962307692307691,0
2018-01-09 16:30:00,0.0,1.0,0
2018-01-09 16:45:00,0.0,1.0,0
2018-01-09 17:00:00,0.0,1.0,0
2018-01-09 17:15:00,0.0,1.0,0
2018-01-09 17:30:00,0.0,1.0,0
2018-01-09 17:45:00,0.0,1.0,0
2018-01-09 18:00:00,0.0,1.0,0
2018-01-09 18:15:00,0.0,1.0,0
2018-01-09 18:30:00,0.0,1.0,0
2018-01-09 18:45:00,0.0,1.0,0
2018-01-09 19:00:00,0.0,1.0,0
2018-01-09 19:15:00,0.0,1.0,0
2018-01-09 19:30:00,0.0,1.0,0
2018-01-09 19:45:00,0.0,1.0,0
2018-01-09 20:00:00,0.0,1.0,0
2018-01-09 20:15:00,0.0,1.0,0
2018-01-09 20:30:00,0.0,1.0,0
2018-01-09 20:45:00,0.0,1.0,0
2018-01-09 21:00:00,0.0,1.0,0
2018-01-09 21:15:00,0.0,1.0,0
2018-01-09 21:30:00,0.0,1.0,0
2018-01-09 21:45:00,0.0,1.0,0
2018-01-09 22:00:00,0.0,1.0,0
2018-01-09 22:15:00,0.0,1.0,0
2018-01-09 22:30:00,0.0,1.0,0
2018-01-09 22:45:00,0.0,1.0,0
2018-01-09 23:00:00,0.0,1.0,0
2018-01-09 23:15:00,0.0,1.0,0
2018-01-09 23:30:00,0.0,1.0,0
2018-01-09 23:45:00,0.0,1.0,0
2018-01-10 00:00:00,0.0,1.0,0
2018-01-10 00:15:00,0.0,1.0,0
2018-01-10 00:30:00,0.0,1.0,0
2018-01-10 00:45:00,0.0,1.0,0
2018-01-10 01:00:00,0.0,1.0,0
2018-01-10 01:15:00,0.0,1.0,0
2018-01-10 01:30:00,0.0,1.0,0
2018-01-10 01:45:00,0.0,1.0,0
2018-01-10 02:00:00,0.0,1.0,0
2018-01-10 02:15:00,0.0,1.0,0
2018-01-10 02:30:00,0.0,1.0,0
2018-01-10 02:45:00,0.0,1.0,0
2018-01-10 03:00:00,0.0,1.0,0
2018-01-10 03:15:00,0.0,1.0,0
2018-01-10 03:30:00,0.0,1.0,0
2018-01-10 03:45:00,0.0,1.0,0
2018-01-10 04:00:00,0.0,1.0,0
2018-01-10 04:15:00,0.0,1.0,0
2018-01-10 04:30:00,0.0,1.0,0
2018-01-10 04:45:00,0.0,1.0,0
2018-01-10 05:00:00,0.0,1.0,0
2018-01-10 05:15:00,0.0,1.0,0
2018-01-10 05:30:00,0.0,1.0,0
2018-01-10 05:45:00,0.0,1.0,0
2018-01-10 06:00:00,0.0,1.0,0
2018-01-10 06:15:00,0.0,1.0,0
2018-01-10 06:30:00,0.0,1.0,0
2018-01-10 06:45:00,0.0,1.0,0
2018-01-10 07:00:00,0.0,1.0,0
2018-01-10 07:15:00,0.0,1.0,0
2018-01-10 07:30:00,0.0,1.0,0
2018-01-10 07:45:00,0.0,1.0,0
2018-01-10 08:00:00,0.0,1.0,0
2018-01-10 08:15:00,0.0,1.0,0
2018-01-10 08:30:00,0.0,1.0,0
2018-01-10 08:45:00,0.0,1.0,0
2018-01-10 09:00:00,0.0,1.0,0
2018-01-10 09:15:00,0.0,1.0,0
2018-01-10 09:30:00,0.0,1.0,0
2018-01-10 09:45:00,0.0,1.0,0
2018-01-10 10:00:00,0.0,1.0,0
2018-01-10 10:15:00,0.0,1.0,0
2018-01-10 10:30:00,0.0,1.0,0
2018-01-10 10:45:00,0.0,1.0,0
2018-01-10 11:00:00,0.0,1.0,0
2018-01-10 11:15:00,0.0,1.0,0
2018-01-10 11:30:00,0.0,1.0,0
2018-01-10 11:45:00,0.0,1.0,0
2018-01-10 12:00:00,0.0,1.0,0
2018-01-10 12:15:00,0.0,1.0,0
2018-01-10 12:30:00,0.0,1.0,0
2018-01-10 12:45:00,0.0,1.0,0
2018-01-10 13:00:00,0.0,1.0,0
2018-01-10 13:15:00,0.0,1.0,0
2018-01-10 13:30:00,0.0,1.0,0
2018-01-10 13:45:00,0.0,1.0,0
2018-01-10 14:00:00,0.0,1.0,0
2018-01-10 14:15:00,0.0,1.0,0
2018-01-10 14:30:00,0.0,1.0,0
2018-01-10 14:45:00,0.0,1.0,0
2018-01-10 15:00:00,0.0,1.0,0
2018-01-10 15:15:00,0.0,1.0,0
2018-01-10 15:30:00,0.0,1.0,0
2018-01-10 15:45:00,0.0,1.0,0
2018-01-10 16:00:00,0.0,1.0,0
2018-01-10 16:15:00,0.0,1.0,0
2018-01-10 16:30:00,0.0,1.0,0
2018-01-10 16:45:00,0.0,1.0,0
2018-01-10 17:00:00,0.0,1.0,0
2018-01-10 17:15:00,0.0,1.0,0
2018-01-10 17:30:00,0.0,1.0,0
2018-01-10 17:45:00,0.0,1.0,0
2018-01-10 18:00:00,0.0,1.0,0
2018-01-10 18:15:00,0.0,1.0,0
2018-01-10 18:30:00,0.0,1.0,0
2018-01-10 18:45:00,0.0,1.0,0
2018-01-10 19:00:00,0.0,1.0,0
2018-01-10 19:15:00,0.0,1.0,0
2018-01-10 19:30:00,0.0,1.0,0
2018-01-10 19:45:00,0.0,1.0,0
2018-01-10 20:00:00,0.0,1.0,0
2018-01-10 20:15:00,0.0,1.0,0
2018-01-10 20:30:00,0.0,1.0,0
2018-01-10 20:45:00,0.0,1.0,0
2018-01-10 21:00:00,0.0,1.0,0
2018-01-10 21:15:00,0.0,1.0,0
2018-01-10 21:30:00,0.0,1.0,0
2018-01-10 21:45:00,0.0,1.0,0
2018-01-10 22:00:00,0.0,1.0,0
2018-01-10 22:15:00,0.0,1.0,0
2018-01-10 22:30:00,0.0,1.0,0
2018-01-10 22:45:00,0.0,1.0,0
2018-01-10 23:00:00,0.0,1.0,0
2018-01-10 23:15:00,0.0,1.0,0
2018-01-10 23:30:00,0.0,1.0,0
2018-01-10 23:45:00,0.0,1.0,0
